Species,Weight,Length1,Length2,Length3,Height,Width
Bream,627.7601252381174,34.64136930307594,21.166475077763657,31.071809677485923,5.294850010116041,3.991494810080959
Parkki,926.7097667064013,37.98691202713118,14.412851136670929,45.015364587918526,16.167977724017543,5.53985320158796
Bream,354.7996331787527,24.67125270383832,25.746453429931204,24.74522670100946,10.443357336038762,5.299506735725071
Roach,704.731905116641,32.19567506629261,39.77094651774947,21.15281939797145,0.8668702432892665,6.510044129977277
Perch,192.31264779900533,18.232025638906524,39.078670263735916,38.994119547637034,9.152005645043078,6.026857607224629
Smelt,404.0816172694589,29.148661348233702,14.96437519913627,36.992574297739836,7.656095991761587,2.998650075223641
Smelt,114.3435584314833,42.80974436608065,39.77039132577464,15.81151893475861,1.333931864746365,1.5234469923140153
Perch,995.6122350817446,53.00661215315524,44.54475581907748,21.992914709717994,10.442739811345739,5.927313642895305
Pike,115.16366223752891,22.744441370440292,20.83105731626546,38.367801652985136,10.748974292680153,7.813443208336304
Bream,151.75441393795654,26.626594556114778,20.75861187485702,35.157729403781396,21.947124188225366,2.8111856514325444
Perch,257.11444590584006,35.40835037081094,28.685141383235372,26.912196515569182,13.669984309529084,5.203478183871904
Bream,262.96460293273765,30.01139830061497,20.815659190933328,19.969736901065527,14.100771974453295,2.553763430503066
Perch,696.0867070727672,4.242806176579972,10.216664023780599,29.743415141095618,6.521059988366571,5.81457449082439
Perch,421.0108702937508,35.228290774706885,33.17056931548507,41.15380241212783,3.3082064006237566,3.434960721632546
Smelt,412.55110405073776,17.7805062898268,22.16734873188538,19.309738144350177,9.834030250541582,4.783092717138264
Roach,122.14210388069648,12.208739275631318,37.120890090836056,23.65662766756618,9.657761664692725,7.140221940635876
Pike,125.0409048391299,17.548525601926883,16.445021811967067,25.01859977991579,8.617457527186277,6.052155618737516
Bream,687.8120544178353,27.781631483488553,55.42807194622142,28.806108662041947,12.597796207701172,4.913373999756582
Roach,893.011097315274,13.640314284005921,42.25626696419761,30.696173460503662,12.634106841788524,1.1207963512489285
Perch,889.7907997773023,33.0921183247458,42.81662801561393,13.1153214050745,8.56413175575264,3.152551803446287
Perch,136.78446354961073,34.80770016068287,34.666833235036975,45.99535370994332,13.636019600263198,2.3092675682843824
Perch,76.68093365719716,27.937986165085245,39.53322610391028,29.7286614609383,15.403830460111624,2.865773221083913
Bream,152.72400242972324,13.415318647721792,19.00498714626738,24.802559063882335,6.452318874734796,7.757342520363378
Bream,498.29051794887647,25.016848421336064,42.05750061463395,39.62515351209463,7.665981131659984,5.185188010721858
Perch,375.1634980729899,25.11493772495602,22.15199187449737,15.951509535654512,5.664171292243017,4.990555120560592
Roach,448.5505990197036,19.51901433131896,25.748321958624718,49.97112245683752,6.516761283732054,3.4768272136608287
Perch,67.67471309307376,36.286408397280915,28.879443090187166,50.574604969863,5.605815827595453,4.523701383365485
Perch,801.6175528661296,12.309174325683108,47.86255415621494,41.517501005262275,12.168795136362968,3.792282564826068
Perch,994.3740951226624,30.431842477445905,37.706114445112384,30.767780065260013,8.9370042151079,5.415730646722579
Roach,291.3999516734663,20.798984328435246,36.211237398959724,32.44029122019423,11.87783457973289,4.5822334823143045
Perch,162.18546274869786,22.63120088384518,38.55508804699181,13.013163125913955,4.82456031902007,4.7257308140802845
Bream,357.94154991716005,12.010860657868601,22.634287021973428,31.905059575157576,8.354401234093709,6.065675303004689
Roach,316.6754804363153,16.928604365531434,25.221262047526437,22.710921367586398,16.31346703541289,3.0561897340406805
Perch,615.7866611797908,25.26948341211177,6.246561803863358,32.51085687787732,13.956420833675436,6.134562783609346
Perch,66.44673283521416,42.354110611663,26.685057531200286,23.867670140611146,11.754182693209149,5.247522279998348
Perch,361.0478599433013,13.153376169716099,16.62300860653025,37.616213963405976,17.797721823144805,5.806026972569091
Perch,321.3064936282374,40.16973340291455,15.05955153473749,28.477516413466653,6.751401891116402,7.02334962107436
Perch,156.64482730313352,26.680102662228393,17.327843083772006,32.73359427787238,5.343044112071942,1.6536714584277226
Parkki,197.76073576199371,24.928179840539254,23.965413322096598,27.227317278785122,1.766930169949486,6.698912499723342
Perch,945.5554399546494,31.674436475330957,41.807628348292866,46.90671120716364,10.770432117403502,3.2176026364873622
Perch,184.08726453908355,12.697132265117743,23.68964736443086,25.90630872858146,6.971772096113716,6.054474710025815
Parkki,139.1845318642761,14.026217887399667,42.50951456943977,23.228919276267803,14.81608136905427,4.460272975203161
Smelt,412.7432338921231,25.45912050387844,32.78989166146819,32.687177757910376,7.741950022067467,6.071247619189605
Smelt,347.18201138778534,29.144267777508624,26.34498900709846,33.462864882845615,5.78808979974017,2.549250073296034
Bream,595.9019237806964,42.75783123420274,19.14511528545804,43.050024917908836,12.371212058371981,1.5001119581834619
Bream,134.14455680474913,30.2853142031999,32.75351829319392,18.337261743332434,16.19930779329322,2.6825235278264747
Perch,691.1245799722687,28.600255162226887,20.822778973119497,4.904139651599014,7.989923799091284,6.034347316865741
Parkki,104.98719339602093,24.074541093302685,14.49068081251173,21.04312135514885,14.673925308173636,3.5733873519107604
Roach,419.3245139468084,39.326120756198414,33.68982059642975,8.970307458592465,16.956573716550313,4.162784559817074
Perch,1079.4517141945726,33.34434088800127,23.90207970981539,34.21569993748123,9.644963044928348,3.4099478585304044
Perch,75.40654859231546,17.90301239954796,43.267344750715736,24.244048614838327,3.834296888748293,5.527116677998692
Bream,1041.8683173533484,32.830592879673034,34.810915893618755,41.36686798309916,7.4968669161959784,0.7114713251975715
Parkki,79.71525409161183,37.05147963076486,31.2635186565062,11.461751747014223,0.6909770633711929,4.053699011711732
Bream,511.3479682276529,25.78641983893229,43.72954015390753,35.285260755243115,8.739148740850897,5.445438585455866
Pike,172.62051518528844,19.242286953703662,16.646302636786963,19.58848651491313,13.212235217386112,5.584872542718694
Perch,311.34410711790264,32.39223451904825,8.31250356732233,28.313766966904776,15.509625844878203,5.489957362067721
Bream,191.85881988466002,36.13616512434558,20.20335478062797,32.82942099955307,10.174870588463424,3.614063376415837
Bream,12.827131643817154,21.23384203923614,44.28977829133062,33.831790277739245,7.844628092439358,4.763319432022475
Pike,28.535158562944275,26.677709805552002,29.198074829237914,35.931588601357184,19.861367632635783,4.3937477103181966
Perch,119.21245957041401,33.778986820719844,47.271335289488164,20.784854567047166,7.167374183518582,4.523626276154572
Bream,969.6045560240087,34.57813342449178,32.27849484340911,42.43361487314557,9.358862246828357,4.9077099107626125
Bream,617.963909559769,30.85449334972879,27.29088910508199,56.26662637110877,5.306052052093682,6.346551609722491
Pike,125.88706263706695,38.68669272886692,34.237610714634215,20.08474314702329,7.01182750527479,5.64635719587584
Whitefish,501.9475648109381,25.94248616024952,37.8457102753242,45.56699024510808,8.784401587946169,4.3639460794705895
Pike,541.6892550527871,23.73077236491229,21.654439153994485,25.088960797593984,16.004954370067967,4.574994201051035
Bream,203.4137986179677,44.61629196950935,16.303143842443056,34.489797611400576,15.682704995782942,2.9978979748527426
Smelt,592.0904810061185,31.25058822656013,36.02566410696222,37.19262283145247,12.216670573765875,7.948393042772187
Perch,364.63722358381966,9.62729063662242,36.77321917283277,24.727005708093024,15.162588115213314,3.001297423420181
Parkki,414.39068703592943,30.327766167869225,28.120679000695194,13.928781447168571,7.691494991458841,5.57180371970842
Bream,520.3584544567113,35.264480344453865,42.382705461166836,44.52822167695392,1.908008996059344,2.709357384102338
Perch,293.8571978810971,11.59845408719009,34.23081868102927,35.76832213994021,2.2481430448559463,4.431460824914322
Bream,97.37464150111327,36.86158600320227,28.55823041684772,39.83442452292432,11.376982979652126,4.008945983872653
Smelt,75.64535088242116,38.60795233922964,13.887799777495498,31.613151230009258,4.790831312540317,1.8582141779138248
Bream,276.0467218690474,29.32896834719972,21.77236922924439,23.08752510343995,0.13134993762875524,5.85839208497678
Pike,787.2871982426309,19.922947262530933,33.97397760521414,29.779200553652824,6.4085204307261225,4.916568334197081
Perch,477.32451960034,17.940335728433475,23.49459529386617,37.74049749457336,15.290480464432438,5.426221199082583
Bream,892.059169603978,30.84755266306468,10.000269090623107,25.284200017509704,9.058452066067577,2.419198670160546
Bream,872.950087915219,22.005889217871683,31.20244336976825,46.56002520354682,9.516565379282085,5.725107986005062
Perch,44.5278727156429,18.60816036130721,24.231455904855384,31.084789457809183,10.592926164577543,3.3422843238513726
Perch,361.08181071527224,21.00852050816667,39.63979302332062,52.4358120165425,13.66567792441985,5.035370671787882
Bream,183.8688723949452,17.854053313524865,30.573576974786135,22.04350750185222,9.522306427506544,3.828372722916545
Parkki,574.3139823807305,20.775108627358982,32.92027817539275,12.850471026200974,5.974728368258738,3.7730265362332007
Smelt,460.1525625434839,30.191457100066657,19.130226999479213,32.35126451208387,12.45628574011415,4.181353153871273
Roach,600.9314244062141,23.714065582854946,25.33723277545096,32.20151352131886,23.17092537776259,8.5169067352729
Whitefish,108.83361293955079,30.94478535366602,22.10937517478467,22.333764952522166,20.312262303891035,3.2155469274309407
Parkki,690.2396445786985,30.943425471887444,25.53034747132846,45.85296813541245,9.745782372879303,5.1256548105755435
Pike,376.60346640270575,32.9509270186118,23.653463364942773,36.14311331584352,5.985712907620529,3.928710556761762
Pike,355.4522573927664,22.738420231261415,24.118643981351994,6.548987535362347,9.686648985957747,4.984834580813815
Whitefish,65.89180436863211,28.60441225406052,11.219671653900825,39.54278006416731,9.027718965020503,4.8326639396016295
Perch,59.07680932515643,28.176728335330644,34.06491510463944,23.979720415607275,7.782345149118547,6.575135775948823
Parkki,954.8270506002963,28.11769703825548,33.23341681482609,38.29916559014234,0.3586210806773291,4.196182397297375
Whitefish,489.0313241078904,46.72733069486925,42.29370106911416,38.74796522252166,17.889667301957196,2.7840215246462394
Perch,860.6627753531918,28.835039402824513,29.215402312849626,31.30374259922683,16.470504235665015,3.77931814545148
Pike,389.1890552435959,26.94109665626889,22.382733244838448,24.53113474811656,12.345344492615205,5.368562670839202
Pike,165.79872277193056,24.518862356205933,24.1267071589054,24.28547342323608,8.132769099737446,6.386464943079533
Roach,141.270957503102,13.875461125317699,46.555939449020165,22.57349004747232,3.739604346386618,4.353971540708765
Parkki,609.8585162080052,29.11893227943306,20.281014067378383,44.42385355207698,9.489185793482026,3.2521939605735195
Perch,377.26675005905633,26.17474187340404,36.87470740380617,39.42779358617021,3.8260913420782066,5.326460917647364
Perch,346.7083284727122,49.01245770782205,23.057205322998293,26.177582773047916,5.247395964335251,5.530662552395416
Roach,206.2747092329646,23.0400905593619,32.29941672612129,36.969218900950594,6.411377428375193,0.7389618098568769
Perch,311.1988741854463,35.72383789106032,47.826789820274854,45.69080060855843,13.227084513135434,4.50849080831859
Pike,669.1432002655549,4.106962446290051,26.441688303958117,38.988099554139595,12.115645061030264,3.8703412226215965
Perch,635.4524749687911,27.770206558837796,20.621983487226267,39.019011592781816,7.923284000685853,2.333442596886229
Perch,311.23599820211757,36.23017790352249,28.891087554381684,42.55926480034088,7.631800483959104,3.530045627388215
Perch,424.03303149956525,26.708059117547705,33.63067255250944,17.292449835463295,9.910626358491358,5.675405485151205
Bream,165.34320064082374,44.41524970281347,10.11089774444956,43.25232889930847,9.613462598476781,6.185361486142073
Roach,141.97078820503606,15.493877233657866,30.916837142431348,38.79567810879504,4.449962859354709,2.5452289083273607
Smelt,228.74164394156162,26.329268264301476,20.216082270314452,35.89074374252402,7.675310143769012,4.342599143328569
Perch,342.4830857644034,40.254104223489385,50.6875664536295,38.62763514197454,19.518839655304376,3.3736104399215234
Smelt,680.2812810502226,8.225060656072078,40.76365022069983,28.0343093085703,1.412297148030098,4.848204624409529
Pike,61.78245060151676,26.54648888504992,27.254627229387555,28.10894699944009,8.16418028607168,0.5807527604894185
Perch,1638.7382383080603,19.149953698813476,25.493500041603024,39.69797012992648,14.861972761787447,2.0302220309551426
Pike,268.2557301440685,38.98611041399776,32.175477449501706,20.43559751564305,13.660925573224835,3.049452218300965
Bream,618.5474343901202,11.80074054753576,33.15673386965204,18.253708235487775,10.157263355268933,4.6000164068995755
Roach,4.426519247288468,11.533224043986092,31.710881433643294,27.43270780825956,17.491454968304105,3.7025046451518353
Parkki,476.08936611579793,22.319400747343927,25.848522519995093,44.31425032576459,4.593682721392222,1.9703397397246025
Bream,364.9710791389637,13.618203208158144,20.104084607131348,49.79978033471122,12.261109458794463,3.6074861761503807
Pike,549.1490880396456,32.96662909515199,30.208749923434027,8.741504191986813,12.072516149399291,6.388161932727062
Bream,13.358132089662035,13.525585358208946,19.497940905775636,16.97922355635165,9.37653375824928,5.445404186459831
Bream,606.9054616746864,14.821098646372867,38.693187125542295,45.87722589165502,7.529212674605915,2.585962937361735
Perch,113.08391064414866,27.88652175369861,38.460866414709855,21.773029063922138,9.720011276776463,1.9773991278342433
Bream,109.79779499321057,29.48502849924003,26.85572390841176,45.18852420007231,12.076087840730795,2.159813350177105
Bream,81.47371760041852,18.185555162167148,31.86622281854966,23.442459873392224,6.739065825164058,4.778431029614036
Perch,785.8154639152374,37.82875889090392,32.38364448521157,55.12536146892824,5.925443136762935,3.9310284465292367
Roach,674.6368463177405,21.572948985260222,33.973467679758585,8.488874839421587,15.261915983961313,2.1955752721032433
Smelt,663.6911398679888,38.73935044381643,35.54763303870586,16.85126233240832,13.575112619633211,3.850256027521946
Pike,1338.133782506335,34.98707070743718,17.091965930887707,48.96928126408572,5.071239181979507,4.1174070461743035
Perch,443.9504100818192,31.207510014487376,27.628903800067857,28.891171954559773,14.16906822911216,3.5570178307321623
Perch,289.9287361304896,34.99185100042382,39.87033088301697,25.293460665657467,19.021117299507637,5.898090291286223
Perch,387.891957248041,16.524889446372164,30.08398219365278,20.96263584324634,12.129414949001607,6.365264938378752
Parkki,395.500605722222,23.32616552480669,22.10532543387781,30.579550489145426,12.011205212432552,3.738583175203805
Parkki,34.98603969355554,25.557302349197403,27.545527668169637,40.56643160216081,7.4956872254135956,4.773497754515587
Roach,522.3556678996013,29.665492834735307,12.0470267070028,17.755311101720615,7.4465945671565335,2.300666028446725
Whitefish,170.4247334447156,30.805904408895845,16.530758367618514,46.49866210461093,12.048983341405114,6.102385274023252
Bream,320.58703734528723,18.621311737853084,36.56848383993925,28.43662431486746,7.611014190806988,5.185892282139901
Perch,301.9886156172298,33.977533292980674,30.049373835588685,29.663542598214015,3.9338085543605077,2.4304502022505976
Pike,487.22810900306126,30.01371654511804,31.809053676504426,22.75328465601121,7.853460698670996,5.560581600637656
Perch,126.47798556979455,18.447817050558744,30.11545800122002,36.6443664587355,10.29103447792053,2.068449811854618
Bream,952.9038937031672,9.53469211395462,31.573101310159252,32.872071907060715,13.443015377611125,3.8936913520835947
Bream,601.0249646844828,43.15123980423785,20.588770292361907,7.654774018348512,13.701926170752689,5.047820190731368
Bream,446.6200416991004,25.214097622348373,10.175535078974448,27.720291725388055,14.974146656110696,4.832744695537659
Pike,748.7302574030576,27.655251537214294,24.30199042079785,28.409938358392008,6.452422536992759,3.0438659074121626
Perch,257.4317765419947,43.37958334352076,40.3897835226152,49.38648927493071,8.481790949544738,5.023563677854132
Roach,714.4465520024221,31.243216752639768,15.244670989341481,36.5811184365359,3.9196262656171115,4.92735923905877
Pike,1066.9928265256367,21.393863002295536,31.046406447224886,38.3989713888642,12.243081114475707,4.518547609854155
Perch,560.9093905551466,6.551925786782917,19.776633907709154,30.665987251727017,13.258129327557754,5.816499938266141
Perch,416.7606650238549,25.75024742479093,12.263982956518234,38.530571044036535,14.1314222503275,1.882671526229223
Perch,72.94281137755604,41.5232784898318,21.545705216870946,29.242797291698277,12.794826496025264,6.644940357004611
Roach,56.37515487130463,31.87243552520726,22.940118161231894,21.310760406855003,1.4697596561379047,4.047953900471238
Smelt,312.3900530991472,16.770146502307277,25.89070634956226,51.71970441611018,7.582582498179988,7.800810738502178
Smelt,287.7888414595155,34.870450347447175,42.12438165866994,49.346828389009694,6.40318492810115,7.529771573864105
Parkki,601.5815960291604,35.325566840953556,3.3529736161990833,27.389165270971695,0.9391295336544445,5.7006961478070926
Smelt,7.306352592828716,7.979678918432498,35.50673431365646,21.50253177405757,11.775087499951207,3.4343555963023253
Roach,614.8568900097869,21.499836180962276,10.257243170866953,20.244184721854744,10.29840055449984,6.7219783055160285
Parkki,10.229884751963823,18.342441700834396,33.08718822891318,32.74962695922699,10.489482938019291,6.4371936062760415
Perch,211.2579904977918,33.87327248023779,13.100263581378616,45.007921002907274,11.424139280108694,4.211545664700473
Bream,213.74187076703856,33.510761171947706,26.9523546222836,21.530318397047107,12.111587745514763,1.687852694476152
Perch,641.9569805682954,27.26778465372089,30.18321054631269,31.924134145738815,6.828817023798281,7.33622470872598
Perch,533.8014559239513,18.66192737018515,22.771307351476047,17.75517378081689,8.907893900286618,4.886879052149585
Bream,539.1161443233257,16.288951568697506,24.81230330310235,19.78672741814796,8.818467597366283,6.6188772642421565
Roach,393.4213681850884,19.520020146141096,27.639980021244337,24.306462172208064,11.96573814629875,5.524577485017878
Pike,597.5872751117424,39.39521416668421,29.16783800319252,11.7870566608397,5.611557937358487,7.3341633075400985
Roach,488.75781287550325,31.163912266933,25.143089421651492,30.017659425909482,7.303583312138478,3.7510790581498945
Bream,917.9935028244877,27.3911204211826,22.874131438629398,54.265848065568264,6.059741851875321,2.508635444240436
Whitefish,203.81984393210863,19.514894933070075,20.08084835086592,15.067159192798439,13.947328811208864,7.210933518830068
Bream,773.028616413834,59.27185729287858,29.745987408915592,34.24529618852957,8.90329265048764,2.9901997297286096
Perch,136.11569463153802,28.84438381356479,35.34280354465397,48.359575118153295,6.619255107345138,6.1857243906080175
Perch,1.2707419785007232,13.31769113153632,31.962206945005853,42.19069961499938,15.134619884822225,3.5574858349566996
Perch,56.922088322783566,31.817544617048426,36.48004159638491,55.33628657102273,16.387754069876646,3.2132655790087625
Bream,542.6339332736108,27.409031789985132,21.806052797816488,34.59834543842898,12.961641658540376,4.047661911150604
Bream,130.4960618019801,27.023613296714935,23.27977817997431,34.57708945703499,9.785144513035357,4.359317077249469
Roach,410.8446425173796,22.052156611283035,31.090477735764573,10.576390160530423,14.249462333227012,3.864239359626611
Pike,215.52908723150296,36.98933147686539,36.43512028099838,28.433031055657473,6.134266816960704,7.286588681555228
Bream,906.679612592716,3.7341985454984297,24.425530397426726,38.368056131887954,12.64086868526908,4.935151528371819
Smelt,116.53160338432815,29.916911286636306,16.484205770944207,24.95736446428589,10.65142621768358,5.925298850150538
Pike,1149.3501043882259,21.093424294802595,20.739701488286315,24.528172285824162,10.216888421340938,4.5925161863072494
Perch,312.1070467293396,38.94557911467577,30.591245805565773,13.45434026012654,2.0534462716019,4.374829722478861
Perch,543.7423344690395,23.57074972160279,12.40778869918671,43.17458077535113,11.676901099101235,7.076927556118083
Smelt,275.1947865899275,38.31537245872935,34.21617752478652,46.77363011577374,14.9027277889127,6.1210420783660995
Bream,592.9380037638542,18.20137382297309,15.595384621232512,20.62729808905425,12.01007979751786,4.536895798029043
Smelt,310.1559460904445,31.13737537898429,12.430771822164774,31.858099038037704,12.051995438641562,3.7799798369553086
Pike,569.9365133430509,17.81125472175925,47.79622791552106,11.10263283384889,6.667535483133349,4.507603661968095
Pike,129.60925960989675,31.96504262374299,38.0686191079292,40.86158029450605,11.033186581496178,5.970121011002557
Perch,540.8331849834561,30.63007574733839,36.92237465111207,32.23380999516325,13.633939416659633,0.11517344218607839
Roach,493.7213696888956,28.62017287682978,28.510133141403507,30.338023325055715,8.418885078703296,6.315151507851942
Bream,393.03895647688137,17.89437271194704,33.29105348819344,18.42301297942642,14.542043139349662,2.073681717546174
Roach,486.8825414176217,35.603351465654576,28.635894956344462,31.40604516286956,10.10404456942384,5.921060118378649
Perch,437.2376849807359,44.59775727153195,42.26465430339376,27.992831748001695,3.832655550953115,5.381800174201879
Perch,745.0369388339068,15.320343080339878,28.519693163160515,41.77757582548879,10.828409758329155,4.528271793684151
Bream,336.23207549474347,15.931629100159345,16.60396072220169,25.552409235433142,8.772837009482094,4.181128035131344
Smelt,505.4478700511428,28.273325604322928,38.90654392279805,41.94475292958633,7.480575702826089,2.8321220172751125
Bream,628.7362628008552,21.80270087642574,34.973860384611505,32.0240211163038,11.95490303927648,7.117413191121717
Bream,353.1689685704828,23.894239211939528,24.494653457341308,51.68984785828827,4.523835723607255,8.19482948184314
Bream,483.18824473247207,19.603488389733812,35.19693841515238,36.44493262641764,4.768286117966672,3.5472873931841296
Bream,564.1966464883992,27.974669504486027,32.73820818872994,19.47373867770193,14.350201580548186,4.811876999300595
Bream,30.585115085463542,24.089631509577845,6.429108113662547,55.485159649302865,6.80164663412091,5.84325292136175
Perch,486.62549075276155,7.101926081459187,26.804915926150386,34.93632886572568,11.337096351848011,2.0552653168600576
Pike,364.35332695191426,39.5857210789921,20.40745923090873,17.564449276742074,9.75498356849428,4.789624086940405
Pike,395.913654028483,27.319959703332337,10.973470854396108,9.473881176025415,3.978233945036137,5.853844062991778
Perch,307.52756024777153,31.22226616068539,26.145146318054827,35.26723609301536,10.115863834713211,8.181286876921494
Bream,524.541691518359,16.002072938680392,30.73416824450331,21.58671790397535,9.720996989150663,7.887799909784525
Bream,413.4294706051438,16.75237933810563,19.6099382307748,49.95815898329634,15.06762468634314,7.535047934834922
Perch,260.9052098899424,35.30565111216109,25.082911549176746,26.83315474227935,15.527649541967566,4.450798235972026
Bream,368.27162052837076,36.93705077007802,41.38480400313037,14.66024467403647,1.6442305343566543,2.0828002866331516
Bream,620.6348668006898,26.590395272680173,22.84871609563549,28.56232271127682,9.599031687264187,4.123029183614757
Perch,971.7602553350928,35.50697682313066,31.437563821079138,14.460460779727864,4.068064046200517,3.157709523579652
Perch,603.7477294433693,12.695462962790868,19.14288366794365,27.079536558131984,9.506952741467096,3.298656034786556
Pike,1448.9054976671769,36.79099979275486,26.808204663240495,42.081540207376435,6.758799549358233,4.1674184888497425
Bream,112.03779466937112,28.43036989723315,26.98180203578786,30.233047453372915,9.216363365466744,5.922378912522809
Bream,146.69758393238365,38.189486696756376,38.38600253349654,32.746627668911565,7.238921596918573,6.858459275408899
Bream,53.92712426871867,22.477571679699526,30.458453499018066,32.36099249722491,4.542901257849782,3.946785731951615
Perch,67.60181229930367,39.96251888937001,22.3390012041234,24.109327513840583,8.593236406346806,2.4092383282930756
Whitefish,146.96404715765516,20.446351146513273,40.604833076749976,17.748543440556972,3.962449576484338,4.93439547944439
Bream,125.72998780916788,26.38287885780824,20.916780284740828,26.21872087102747,6.558096793581964,3.9986486158238157
Perch,360.43284378439074,32.471174592042686,25.718275687597693,34.50244879658462,4.283656504050269,7.2111145507660375
Perch,332.263922592924,3.9797544570940886,42.56206693277179,34.19497478347891,15.75203363149585,7.009845087813728
Perch,461.21908370075334,26.137598801278916,32.14340425767306,25.902383241616487,8.647618695073904,3.3238478389609605
Bream,615.1917684783352,27.80972331185621,18.10260347256163,26.42450051460331,11.34209206412874,4.862737651719611
Bream,957.7063586864954,8.223216141369818,13.276181066204638,37.963083240363176,4.3735864874169215,3.9522896756256043
Perch,109.27138426354009,27.548910808696704,28.466510517699426,20.34397770190111,11.481488521980994,3.4123527922432
Bream,63.42883997961695,23.351480475179727,22.858093781182614,39.11968930877807,2.250740455251716,4.206152488963081
Parkki,230.0842931119569,20.21839519257122,25.922029280867967,53.25708904784874,1.5540753824834752,1.748961598788247
Perch,405.6490795764701,34.233083518112664,24.520090753321565,33.649091749013685,6.061401586688523,5.719531263560302
Whitefish,154.83899210501687,26.52653612996709,28.167864661325954,23.001940508407507,10.700568138118172,3.111452437700405
Roach,698.2294433993011,33.46803391847797,27.42488487722893,41.05267231678176,12.236859444733597,8.20289303204071
Roach,561.5440275149022,27.196153170917647,25.531789340325762,26.471469702184642,6.95759444221841,6.239563649096446
Perch,538.6943683308745,11.673549361723598,27.628261078478097,24.56004918459997,10.09321333398537,4.353594862180551
Bream,216.1122953745314,26.278917910243575,10.883784011424481,26.948104269182103,5.46266762136369,3.066667874388523
Perch,488.8831279910666,32.43586844675762,34.636946026513876,49.92015511041253,7.415471672557169,5.973681408856201
Roach,756.9429826771066,28.048517770942542,27.224581197888654,46.237364010713456,1.0695878682855504,2.8885146560041695
Roach,30.5228739554708,30.66104591966616,27.720814928355708,58.11290704468227,4.960846060673875,3.178368318520599
Perch,599.6467251997173,21.428398645640463,22.929733237744955,36.22784505854793,4.414626362852327,3.1466369590589425
Smelt,748.7254398550044,27.23085523093477,31.836477924947438,25.192782147537045,11.28358161820721,4.688259634979204
Bream,481.88433353884335,29.503163088336038,31.472987411501194,34.48002132269946,10.305899692996928,3.7135980839350307
Parkki,352.3339632752814,29.093343154809904,24.467705861677615,30.74706727332027,8.539128842513495,5.020909280376224
Pike,647.8523713084754,22.977073176674693,55.45725580930896,38.41327569424784,11.348445161962726,3.767458893955801
Perch,316.7656676247951,18.57074695025665,24.19687873814907,23.674143294498112,11.501871627740238,4.743233649002636
Parkki,503.56629906463604,28.055215663195497,39.56725587517557,18.791390335362017,11.4425222311203,1.0441055898308775
Perch,790.9812170092705,14.392270856933633,34.05051311386249,20.386038481608992,5.31375919344353,3.9720026569521587
Bream,542.1008581402962,30.36465735065279,20.8083064176781,27.726132188800843,10.233426439336093,4.52493812676043
Bream,435.68420952247214,34.67975423544612,18.33129077972354,38.18608667989318,1.340068845944546,3.002801188994058
Perch,273.5399490842895,19.485098446899812,23.253589495019526,30.373051182407046,11.809517022742936,6.061775168355242
Bream,590.8477236997911,28.56866556252302,37.59597031233665,35.10883955510569,11.176773773777517,6.293279381050521
Bream,469.0152182564653,36.725969867747025,24.28171922160663,31.06716815851799,13.12052337936412,6.555724470977214
Perch,478.44477811409143,18.257288704377597,8.249227617267291,28.012726258820326,8.455006786134355,4.501356836266309
Pike,255.23887714929896,24.701639291571208,30.585977949660766,31.107110258820406,11.592430957246096,6.8482429190808976
Perch,445.8866450459918,38.34695860011159,17.40951240419841,18.983103719129964,6.260242202715325,5.5794521205168515
Roach,92.87380812454444,23.777773866739054,38.267265704609216,38.02519439524027,12.221636020748743,3.319436396290444
Bream,154.48868594080977,27.821103469807213,29.807828759649887,36.46009297300739,7.2048993481684125,4.008601421771603
Perch,283.8762431403463,16.597623804929114,25.56379743183246,25.002616253751413,2.5935854066515143,3.0038865699
Pike,894.4368638581008,27.47910339101243,46.74731493591851,33.615489296234934,9.224984499065284,3.1615628002261156
Smelt,337.014960186281,26.7848500043091,50.29116788457067,22.722451210963463,14.698285839944297,5.341221291540976
Perch,570.1784033026761,27.911673744235006,44.8837744575924,17.28550026280867,8.591702304372562,6.38261282317955
Roach,406.2542556480475,37.58805001485153,47.98165486179822,34.99115043529022,12.457986628789687,6.964412991367979
Perch,670.8057493224113,26.806590628148545,14.071303163253635,37.818938440573355,8.691888184514099,5.995195072284604
Bream,425.9755613341433,28.497991306786858,24.258091957601746,42.908104258645444,9.850549629350429,2.6501982323315163
Smelt,624.5298539874375,7.72975638239696,34.6441522990925,35.98425244099669,1.1470879602784665,3.9199985992692077
Perch,828.1870501983576,24.791306906284024,30.631030269544365,40.98448410115878,13.193933353234218,5.24616329249067
Perch,404.7249916775808,26.69500350912198,27.982973411449247,25.506774932086262,7.313955281907273,5.890128811966359
Perch,252.9784320590649,15.151277137706863,35.880860145977465,29.763451487418692,8.631495762275636,3.0775309724707585
Parkki,669.4875138625816,27.54430272308681,23.956567566539498,24.547056357369435,10.510264908981894,8.595700266341005
Perch,87.11778720253528,20.648759127431482,51.42522444795361,19.60767700847647,11.911977038448974,4.50456788679488
Bream,553.9191594520521,34.78235759238886,32.38152973267225,32.85468853064464,8.587218841187754,5.752164702164508
Perch,493.83024307795426,33.3803857998985,12.953245093210247,40.5520026417791,3.6348522097560023,4.539559728730117
Smelt,474.6223530041599,16.618996558078777,26.498880326207953,40.96100853962807,8.23850084152759,2.828280991765883
